DonorName,Textbox5,GeographicAreaCode_ISO2,GeographicAreaCode_ISO3,GeographicAreaName,DonorParentName,ReplenishmentCycle,Indicator,TransactionType,SourceCurrency,Year,Month,Amount
Canada,,CA,CAN,Canada,Public Sector,2017-2019,Contribution,USD Equivalent,CAD,2018,Feb,4594884.36
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Contribution,USD Equivalent,EUR,2018,Mar,58915946.77
Kuwait,,KW,KWT,Kuwait,Public Sector,2008-2010,Contribution,Source Currency,USD,2009,Dec,500000
Ireland,,IE,IRL,Ireland,Public Sector,2008-2010,Contribution,USD Equivalent,EUR,2014,Sep,1929525
Austria,,AT,AUT,Austria,Public Sector,2001-2005,Pledge,Source Currency,EUR,2002,Dec,1000000
Iceland,,IS,ISL,Iceland,Public Sector,2014-2016,Pledge,Source Currency,USD,2013,Dec,50000
Namibia,,NA,NAM,Namibia,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2019,Sep,500000
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2020-2022,Contribution,USD Equivalent,USD,2020,Dec,8769344.15
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2002,Dec,1037500
Belgium,,BE,BEL,Belgium,Public Sector,2017-2019,Contribution,Source Currency,EUR,2019,Aug,15000000
Belgium,,BE,BEL,Belgium,Public Sector,2011-2013,Pledge,USD Equivalent,EUR,2013,Dec,15602895.01
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2011-2013,Pledge,USD Equivalent,EUR,2013,Dec,3217750
South Africa,,ZA,ZAF,South Africa,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2003,Dec,2000000
Thailand,,TH,THA,Thailand,Public Sector,2008-2010,Contribution,Source Currency,USD,2009,Dec,1000000
Ireland,,IE,IRL,Ireland,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2002,Dec,9835000
India,,IN,IND,India,Public Sector,2017-2019,Pledge,Source Currency,USD,2016,Sep,20000000
Greece,,GR,GRC,Greece,Public Sector,2006-2007,Pledge,Source Currency,EUR,2007,Dec,350000
Hungary,,HU,HUN,Hungary,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2005,Dec,12000
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2006-2007,Contribution,USD Equivalent,USD,2007,Dec,85739936.39
Norway,,NO,NOR,Norway,Public Sector,2020-2022,Contribution,Source Currency,NOK,2021,Jun,756682000
Ireland,,IE,IRL,Ireland,Public Sector,2020-2022,Contribution,Source Currency,EUR,2022,Apr,17500000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2001-2005,Contribution,Source Currency,USD,2005,Dec,2500000
Singapore,,SG,SGP,Singapore,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2004,Dec,200000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2021,Jul,250923730.21
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2011-2013,Contribution,USD Equivalent,CHF,2012,Dec,109783.95
Ireland,,IE,IRL,Ireland,Public Sector,2014-2016,Contribution,Source Currency,EUR,2015,Nov,10000000
Norway,,NO,NOR,Norway,Public Sector,2008-2010,Contribution,Source Currency,NOK,2009,Dec,375000000
United States,,US,USA,United States,Public Sector,2006-2007,Contribution,Source Currency,USD,2006,Dec,512989105.1
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Pledge,Source Currency,EUR,2020,Nov,-10000000
Slovenia,,SI,SVN,Slovenia,Public Sector,2008-2010,Contribution,Source Currency,EUR,2008,Dec,40000
Finland,,FI,FIN,Finland,Public Sector,2008-2010,Pledge,Source Currency,EUR,2010,Dec,3500000
Netherlands,,NL,NLD,Netherlands,Public Sector,2008-2010,Pledge,Source Currency,EUR,2009,Dec,60000000
Thailand,,TH,THA,Thailand,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,999973
Netherlands,,NL,NLD,Netherlands,Public Sector,2001-2005,Contribution,USD Equivalent,EUR,2004,Dec,54344679.99
Togo,,TG,TGO,Togo,Public Sector,2017-2019,Contribution,Source Currency,USD,2018,Nov,300000
Canada,,CA,CAN,Canada,Public Sector,2006-2007,Contribution,USD Equivalent,CAD,2006,Dec,110599893.8
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2014-2016,Contribution,USD Equivalent,GBP,2013,Dec,679325576.5
Canada,,CA,CAN,Canada,Public Sector,2011-2013,Pledge,Source Currency,CAD,2012,Dec,180000000
Zambia,,ZM,ZMB,Zambia,Public Sector,2001-2005,Pledge,Source Currency,ZMK,2002,Dec,83500000
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2006-2007,Pledge,Source Currency,USD,2007,Dec,100000
South Africa,,ZA,ZAF,South Africa,Public Sector,2001-2005,Pledge,Source Currency,USD,2004,Dec,2000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2008-2010,Pledge,USD Equivalent,EUR,2010,Dec,119810720
France,,FR,FRA,France,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2017,Dec,33976625
South Africa,,ZA,ZAF,South Africa,Public Sector,2008-2010,Pledge,Source Currency,USD,2008,Dec,145985
Latvia,,LV,LVA,Latvia,Public Sector,2008-2010,Contribution,Source Currency,USD,2010,Dec,10000
Finland,,FI,FIN,Finland,Public Sector,2008-2010,Pledge,Source Currency,EUR,2009,Dec,3500000
Azerbaijan,,AZ,AZE,Azerbaijan,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2020,Apr,5800000
Spain,[2],ES,ESP,Spain,Public Sector,2006-2007,Pledge,USD Equivalent,EUR,2007,Dec,105150611
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2020-2022,Contribution,Source Currency,GBP,2021,Dec,150000000
Burkina Faso,,BF,BFA,Burkina Faso,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2002,Dec,75000
Germany,,DE,DEU,Germany,Public Sector,2008-2010,Pledge,Source Currency,EUR,2009,Dec,200000000
Norway,,NO,NOR,Norway,Public Sector,2006-2007,Contribution,Source Currency,NOK,2007,Dec,301000000
Namibia,,NA,NAM,Namibia,Public Sector,2011-2013,Pledge,USD Equivalent,USD,2013,Dec,250000
Denmark,,DK,DNK,Denmark,Public Sector,2006-2007,Pledge,Source Currency,DKK,2006,Dec,140000000
Germany,,DE,DEU,Germany,Public Sector,2008-2010,Pledge,Source Currency,EUR,2008,Dec,200000000
Spain,[2],ES,ESP,Spain,Public Sector,2001-2005,Pledge,Source Currency,USD,2003,Dec,35000000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2016,Apr,3397662.5
Belgium,,BE,BEL,Belgium,Public Sector,2017-2019,Pledge,Source Currency,EUR,2018,Dec,-12000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2021,Aug,57353995.47
Romania,,RO,ROU,Romania,Public Sector,2011-2013,Contribution,USD Equivalent,EUR,2011,Dec,142300
Netherlands,,NL,NLD,Netherlands,Public Sector,2020-2022,Pledge,Source Currency,EUR,2021,Sep,15000000
Rwanda,,RW,RWA,Rwanda,Public Sector,2011-2013,Pledge,Source Currency,USD,2012,Dec,325000
Kuwait,,KW,KWT,Kuwait,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2020,Mar,500000
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2022,May,144763690.5
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2001-2005,Contribution,Source Currency,USD,2003,Dec,4000000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2008-2010,Pledge,USD Equivalent,GBP,2008,Dec,78520000.01
South Africa,,ZA,ZAF,South Africa,Public Sector,2017-2019,Pledge,USD Equivalent,USD,2016,Sep,5000000
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2008,Dec,78405041.56
Norway,,NO,NOR,Norway,Public Sector,2020-2022,Pledge,USD Equivalent,NOK,2021,Dec,48272608.58
Japan,,JP,JPN,Japan,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2007,Dec,186006798
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2001-2005,Pledge,USD Equivalent,GBP,2003,Dec,40032750
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2003,Dec,4405973
China,,CN,CHN,China,Public Sector,2008-2010,Contribution,Source Currency,USD,2010,Dec,2000000
China,,CN,CHN,China,Public Sector,2011-2013,Contribution,Source Currency,USD,2013,Dec,5000000
Rwanda,,RW,RWA,Rwanda,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,350000
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Pledge,Source Currency,CAD,2020,Oct,65000000
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Pledge,Source Currency,CAD,2022,Feb,35000000
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2020-2022,Contribution,Source Currency,EUR,2022,Feb,3300000
Belgium,,BE,BEL,Belgium,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2021,Nov,16544421.77
China,,CN,CHN,China,Public Sector,2008-2010,Contribution,Source Currency,USD,2009,Dec,2000000
Australia,,AU,AUS,Australia,Public Sector,2020-2022,Contribution,USD Equivalent,AUD,2021,Jul,20302507.35
Portugal,,PT,PRT,Portugal,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2005,Dec,1500000
Australia,,AU,AUS,Australia,Public Sector,2011-2013,Contribution,USD Equivalent,AUD,2012,Dec,62287176
Sweden,,SE,SWE,Sweden,Public Sector,2017-2019,Contribution,USD Equivalent,SEK,2018,May,99603926.5
Rwanda,,RW,RWA,Rwanda,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,2500000
Switzerland,,CH,CHE,Switzerland,Public Sector,2014-2016,Contribution,Source Currency,CHF,2015,Feb,20000000
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Contribution,Source Currency,CAD,2022,Mar,35000000
Togo,,TG,TGO,Togo,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2018,Aug,277865.97
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2006-2007,Pledge,Source Currency,USD,2007,Dec,85739936.39
Japan,,JP,JPN,Japan,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2004,Dec,86126233.38
China,,CN,CHN,China,Public Sector,2001-2005,Pledge,Source Currency,USD,2004,Dec,2000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Contribution,USD Equivalent,CHF,2004,Dec,2343383.85
Switzerland,,CH,CHE,Switzerland,Public Sector,2011-2013,Contribution,USD Equivalent,CHF,2012,Dec,8769045.27
United States,"[6,1]",US,USA,United States,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2003,Dec,322725000
Qatar,,QA,QAT,Qatar,Public Sector,2017-2019,Contribution,Source Currency,USD,2019,Aug,3333333
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2010,Dec,5456879.79
Switzerland,,CH,CHE,Switzerland,Public Sector,2006-2007,Pledge,Source Currency,CHF,2007,Dec,7000000
European Commission,,,,,Public Sector,2001-2005,Contribution,USD Equivalent,EUR,2004,Dec,264413350
Japan,,JP,JPN,Japan,Public Sector,2006-2007,Contribution,USD Equivalent,USD,2007,Dec,186006798
Finland,,FI,FIN,Finland,Public Sector,2006-2007,Pledge,USD Equivalent,EUR,2006,Dec,3636300
United States,,US,USA,United States,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2021,Sep,1500000000
Brazil,,BR,BRA,Brazil,Public Sector,2001-2005,Contribution,Source Currency,USD,2003,Dec,50000
Australia,,AU,AUS,Australia,Public Sector,2011-2013,Contribution,Source Currency,AUD,2011,Dec,40000000
Thailand,,TH,THA,Thailand,Public Sector,2008-2010,Contribution,Source Currency,USD,2008,Dec,1000000
China,,CN,CHN,China,Public Sector,2008-2010,Pledge,Source Currency,USD,2009,Dec,2000000
South Africa,,ZA,ZAF,South Africa,Public Sector,2006-2007,Contribution,USD Equivalent,USD,2007,Dec,2000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2020-2022,Contribution,Source Currency,CHF,2021,Jul,22750000
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2001-2005,Contribution,Source Currency,USD,2004,Dec,77190.27
China,,CN,CHN,China,Public Sector,2014-2016,Pledge,Source Currency,USD,2013,Dec,15000000
Kenya,,KE,KEN,Kenya,Public Sector,2001-2005,Contribution,USD Equivalent,KES,2002,Dec,8273
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Contribution,Source Currency,CHF,2005,Dec,5000000
Belgium,,BE,BEL,Belgium,Public Sector,2008-2010,Pledge,USD Equivalent,EUR,2010,Dec,27413000
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2014,Nov,98532212.5
Norway,,NO,NOR,Norway,Public Sector,2008-2010,Pledge,USD Equivalent,NOK,2009,Dec,67151350.19
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Pledge,USD Equivalent,CAD,2021,Oct,18794166.29
Commitments to be personally secured by Bill Gates and Bono with the active support of France for the period 2020-2022,,,,,Public Sector,2020-2022,Pledge,USD Equivalent,EUR,2019,Dec,-275740.36
Austria,,AT,AUT,Austria,Public Sector,2001-2005,Contribution,Source Currency,EUR,2002,Dec,1000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2020-2022,Contribution,USD Equivalent,CHF,2021,Dec,50418473.32
New Zealand,,NZ,NZL,New Zealand,Public Sector,2020-2022,Contribution,Source Currency,NZD,2021,Feb,500000
Norway,,NO,NOR,Norway,Public Sector,2014-2016,Contribution,USD Equivalent,NOK,2014,Nov,81592700
Thailand,,TH,THA,Thailand,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2007,Dec,1000000
United States,,US,USA,United States,Public Sector,2014-2016,Contribution,USD Equivalent,USD,2016,May,867000000
European Commission,,,,,Public Sector,2020-2022,Contribution,Source Currency,EUR,2020,Dec,13000000
Kuwait,,KW,KWT,Kuwait,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2019,Apr,1000000
France,,FR,FRA,France,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2021,Dec,33088843.54
Brazil,,BR,BRA,Brazil,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,52355.08
Spain,,ES,ESP,Spain,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2004,Dec,15000000
Canada,,CA,CAN,Canada,Public Sector,2017-2019,Contribution,Source Currency,CAD,2019,Feb,4000000
Japan,,JP,JPN,Japan,Public Sector,2011-2013,Contribution,USD Equivalent,USD,2011,Dec,114229085
China,,CN,CHN,China,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2004,Dec,2000000
New Zealand,,NZ,NZL,New Zealand,Public Sector,2017-2019,Pledge,Source Currency,NZD,2019,Jun,500000
Norway,,NO,NOR,Norway,Public Sector,2011-2013,Contribution,Source Currency,NOK,2011,Dec,450000000
Russian Federation,,RU,RUS,Russian Federation,Public Sector,2014-2016,Pledge,Source Currency,USD,2013,Dec,60000000
India,,IN,IND,India,Public Sector,2017-2019,Contribution,USD Equivalent,USD,2019,Jun,7000000
Madagascar,,MG,MDG,Madagascar,Public Sector,2020-2022,Pledge,Source Currency,USD,2019,Oct,1000000
France,,FR,FRA,France,Public Sector,2008-2010,Contribution,Source Currency,EUR,2008,Dec,300000000
Canada,,CA,CAN,Canada,Public Sector,2020-2022,Contribution,USD Equivalent,CAD,2021,Dec,265749511.35
United States,"[1,6]",US,USA,United States,Public Sector,2011-2013,Pledge,USD Equivalent,USD,2012,Dec,1215526119
Luxembourg,,LU,LUX,Luxembourg,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2004,Dec,2235300
Netherlands,,NL,NLD,Netherlands,Public Sector,2014-2016,Contribution,Source Currency,EUR,2016,Sep,53000000
Australia,,AU,AUS,Australia,Public Sector,2001-2005,Pledge,USD Equivalent,AUD,2004,Dec,13827500
Sweden,,SE,SWE,Sweden,Public Sector,2008-2010,Contribution,USD Equivalent,SEK,2009,Dec,89743141.2
Australia,,AU,AUS,Australia,Public Sector,2020-2022,Contribution,USD Equivalent,AUD,2021,Aug,35258687.78
Germany,,DE,DEU,Germany,Public Sector,2014-2016,Contribution,USD Equivalent,EUR,2016,Jun,71350912.5
Georgia,,GE,GEO,Georgia,Public Sector,2011-2013,Contribution,Source Currency,USD,2012,Dec,20000
Romania,,RO,ROU,Romania,Public Sector,2008-2010,Pledge,USD Equivalent,EUR,2009,Dec,107613.28
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2008,Dec,6000000
Thailand,,TH,THA,Thailand,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2008,Dec,1000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2020-2022,Contribution,USD Equivalent,CHF,2020,Aug,18654835.13
Italy,,IT,ITA,Italy,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2021,Jun,56581922.46
Switzerland,,CH,CHE,Switzerland,Public Sector,2011-2013,Contribution,USD Equivalent,CHF,2011,Dec,8541533.21
Italy,,IT,ITA,Italy,Public Sector,2006-2007,Contribution,Source Currency,EUR,2007,Dec,130000000
European Commission,,,,,Public Sector,2011-2013,Contribution,Source Currency,EUR,2011,Dec,115000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2001-2005,Contribution,USD Equivalent,EUR,2003,Dec,43590360
Germany,"[7,1]",DE,DEU,Germany,Public Sector,2017-2019,Pledge,Source Currency,EUR,2017,Sep,10000000
Romania,,RO,ROU,Romania,Public Sector,2006-2007,Pledge,USD Equivalent,EUR,2007,Dec,435514.5
Sweden,,SE,SWE,Sweden,Public Sector,2001-2005,Contribution,USD Equivalent,SEK,2002,Dec,22369964.78
New Zealand,,NZ,NZL,New Zealand,Public Sector,2017-2019,Contribution,Source Currency,NZD,2019,Jun,500000
Italy,,IT,ITA,Italy,Public Sector,2001-2005,Contribution,USD Equivalent,EUR,2002,Dec,108618673.1
Sweden,,SE,SWE,Sweden,Public Sector,2014-2016,Contribution,Source Currency,SEK,2014,Sep,500000000
Denmark,,DK,DNK,Denmark,Public Sector,2017-2019,Contribution,Source Currency,DKK,2018,Aug,150100000
China,,CN,CHN,China,Public Sector,2011-2013,Pledge,USD Equivalent,USD,2012,Dec,5000000
India,,IN,IND,India,Public Sector,2020-2022,Pledge,Source Currency,USD,2019,Oct,22000000
Other Public,,,,,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2020,Feb,-500000
Japan,,JP,JPN,Japan,Public Sector,2001-2005,Pledge,USD Equivalent,USD,2005,Dec,100000000
Belgium,,BE,BEL,Belgium,Public Sector,2014-2016,Pledge,USD Equivalent,EUR,2013,Jul,51644470
Germany,,DE,DEU,Germany,Public Sector,2001-2005,Pledge,USD Equivalent,EUR,2004,Dec,45944850
Germany,,DE,DEU,Germany,Public Sector,2020-2022,Contribution,Source Currency,EUR,2022,Mar,75000000
Japan,,JP,JPN,Japan,Public Sector,2008-2010,Contribution,Source Currency,USD,2010,Dec,246870005
Japan,,JP,JPN,Japan,Public Sector,2014-2016,Contribution,Source Currency,USD,2017,Mar,141505427
India,,IN,IND,India,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,22000000
United States,,US,USA,United States,Public Sector,2008-2010,Contribution,USD Equivalent,USD,2009,Dec,959036684
Germany,,DE,DEU,Germany,Public Sector,2001-2005,Pledge,Source Currency,EUR,2003,Dec,32500000
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2017-2019,Pledge,USD Equivalent,USD,2016,Sep,15000000
Kuwait,,KW,KWT,Kuwait,Public Sector,2011-2013,Contribution,Source Currency,USD,2011,Dec,500000
Netherlands,,NL,NLD,Netherlands,Public Sector,2011-2013,Contribution,USD Equivalent,EUR,2013,Dec,90403100
Ireland,,IE,IRL,Ireland,Public Sector,2020-2022,Contribution,USD Equivalent,EUR,2021,Mar,16544421.77
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2017-2019,Contribution,USD Equivalent,GBP,2016,Dec,200000000.46
Australia,,AU,AUS,Australia,Public Sector,2014-2016,Contribution,Source Currency,AUD,2016,May,34500000
Eswatini,,SZ,SWZ,Eswatini,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,6000000
South Africa,,ZA,ZAF,South Africa,Public Sector,2001-2005,Pledge,Source Currency,USD,2005,Dec,2000000
Denmark,,DK,DNK,Denmark,Public Sector,2014-2016,Contribution,Source Currency,DKK,2014,Apr,165000000
Switzerland,,CH,CHE,Switzerland,Public Sector,2001-2005,Contribution,Source Currency,USD,2003,Dec,4405973
Australia,,AU,AUS,Australia,Public Sector,2014-2016,Contribution,USD Equivalent,AUD,2016,Aug,7286638.4
Germany,,DE,DEU,Germany,Public Sector,2017-2019,Contribution,Source Currency,EUR,2018,Mar,52500000
Korea (Republic),,KR,KOR,Korea (Republic),Public Sector,2001-2005,Pledge,Source Currency,USD,2005,Dec,250000
United States,,US,USA,United States,Public Sector,2017-2019,Contribution,Source Currency,USD,2019,Dec,540000000
Norway,,NO,NOR,Norway,Public Sector,2011-2013,Pledge,USD Equivalent,NOK,2013,Dec,77073657.23
Uganda,,UG,UGA,Uganda,Public Sector,2006-2007,Pledge,Source Currency,USD,2007,Dec,500000
United Kingdom,,GB,GBR,United Kingdom,Public Sector,2008-2010,Pledge,USD Equivalent,GBP,2010,Dec,308465200
Saudi Arabia,,SA,SAU,Saudi Arabia,Public Sector,2008-2010,Contribution,Source Currency,USD,2008,Dec,6000000
Monaco,,MC,MCO,Monaco,Public Sector,2001-2005,Contribution,USD Equivalent,USD,2002,Dec,44000
Kuwait,,KW,KWT,Kuwait,Public Sector,2017-2019,Contribution,Source Currency,USD,2019,Apr,1000000
Sweden,,SE,SWE,Sweden,Public Sector,2017-2019,Contribution,USD Equivalent,SEK,2017,May,93744872
Liechtenstein,,LI,LIE,Liechtenstein,Public Sector,2008-2010,Contribution,USD Equivalent,CHF,2010,Dec,102753.8
United States,"[6,1]",US,USA,United States,Public Sector,2014-2016,Pledge,Source Currency,USD,2016,Sep,-243000000
Niger,,NE,NER,Niger,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,1000000
European Commission,,,,,Public Sector,2001-2005,Pledge,Source Currency,EUR,2002,Dec,120000000
Rwanda,,RW,RWA,Rwanda,Public Sector,2020-2022,Contribution,USD Equivalent,USD,2022,Jan,850000
Switzerland,,CH,CHE,Switzerland,Public Sector,2011-2013,Contribution,Source Currency,CHF,2013,Dec,10000000
Zimbabwe,,ZW,ZWE,Zimbabwe,Public Sector,2020-2022,Pledge,USD Equivalent,USD,2019,Oct,1000000
Netherlands,,NL,NLD,Netherlands,Public Sector,2020-2022,Contribution,Source Currency,EUR,2021,Dec,17000000
Norway,,NO,NOR,Norway,Public Sector,2011-2013,Contribution,Source Currency,NOK,2012,Dec,450000000
Mexico,,MX,MEX,Mexico,Public Sector,2001-2005,Contribution,Source Currency,USD,2003,Dec,100000
India,,IN,IND,India,Public Sector,2017-2019,Pledge,USD Equivalent,USD,2016,Sep,20000000
Hungary,,HU,HUN,Hungary,Public Sector,2006-2007,Pledge,USD Equivalent,USD,2006,Dec,13000
Portugal,,PT,PRT,Portugal,Public Sector,2017-2019,Pledge,Source Currency,EUR,2016,Dec,50000
